sorted,word,full text,candidates
"(decant_E, décanter_F);(décanter_F, decanthare_MediL);(decanthare_MediL, de-_LateLL, canthus_L);(canthus_L, cantus_L/canthus_L)",decant,"1630s, ""pour off gently the clear liquid from a solution by tipping the vessel,"" originally an alchemical term, from French décanter, perhaps from Medieval Latin decanthare ""to pour from the edge of a vessel,"" from de- ""off, away"" (see de-) + Medieval Latin canthus ""corner, lip of a jug,"" from Latin cantus, canthus ""iron rim around a carriage wheel"" (see cant (n.2)). Related: Decanted; decanting.","décanter,decanthare,de-,de-,canthus,cantus,canthus,cant,Decanted,decanting"
"(dispel_E, dispellen_E);(dispellen_E, dispellere_L);(dispellere_L, dis-_LL, pellere_L);(pellere_L, *pel- (5)_LE)_PIE)",dispel,"c. 1400, dispellen, ""drive off or away,"" from Latin dispellere ""drive apart,"" from dis- ""away"" (see dis-) + pellere ""to drive, push"" (from PIE root *pel- (5) ""to thrust, strike, drive""). Since the meaning is ""to drive away in different directions"" it should not have as an object a single, indivisible thing (you can dispel suspicion, but not an accusation). Related: Dispelled; dispelling.","dispellen,dispellere,dis-,dis-,pellere,*pel-,dispel,Dispelled,dispelling"
"(document (n.)_E, document_OF);(document_OF, documentum_L);(documentum_L, docere_L);(docere_L, decere_LL);(decere_LL, *dek-_PIE)",document (n.),"early 15c., ""a doctrine;"" late 15c., ""teaching, instruction"" (senses now obsolete), from Old French document (13c.) ""lesson, written evidence"" and directly from Latin documentum ""example, proof, lesson,"" in Medieval Latin ""official written instrument, authoritative paper,"" from docere ""to show, teach, cause to know,"" originally ""make to appear right,"" causative of decere ""be seemly, fitting,"" from PIE root *dek- ""to take, accept.""
Meaning ""written or printed paper that provides proof or evidence"" is from early 18c., hence ""anything bearing legible writing or inscription."" Related: Documents.","document,documentum,docere,decere,*dek-,Documents"
"(document (v.)_E, document (n.)_E)",document (v.),"1640s, ""to teach;"" see document (n.). Meaning ""to support by documentary evidence"" is from 1711. Related: Documented; documenting.","document,Documented,documenting"
(dandle_E),dandle,"""to shake or move up and down in the arms or on the knee,"" 1520s, of unknown origin. Perhaps somehow felt to be imitative. Compare Italian dondolare ""to dandle, swing,"" and French dandiner, from Old French dandin ""small bell,"" imitative of its sound. Related: Dandled; dandling.","dondolare,dandiner,dandin,Dandled,dandling"
(dogger_E),dogger,"""two-masted fishing boat,"" used in North Sea fishery, mid-14c., which is of unknown origin. It likely is the source of the name Dogger Bank (1660s) for the great banks of shoals in the North Sea.",
"(dweller_E, dwell (v.)_E)",dweller,"late 14c., agent noun from dwell (v.).",dwell
"(doctor (n.)_E, doctour_E);(doctour_E, doctour_OF);(doctour_OF, doctor_MediL);(doctor_MediL, docere_L);(docere_L, decere_LL);(decere_LL, *dek-_PIE)",doctor (n.),"c. 1300, doctour, ""Church father,"" from Old French doctour and directly from Medieval Latin doctor ""religious teacher, adviser, scholar,"" in classical Latin ""teacher,"" agent noun from docere ""to show, teach, cause to know,"" originally ""make to appear right,"" causative of decere ""be seemly, fitting,"" from PIE root *dek- ""to take, accept.""
Meaning ""holder of the highest degree in a university, one who has passed all the degrees of a faculty and is thereby empowered to teach the subjects included in it"" is from late 14c. Hence ""teacher, instructor, learned man; one skilled in a learned profession"" (late 14c.).
The sense of ""medical professional, person duly licensed to practice medicine"" (replacing native leech (n.2)) grew gradually out of this from c., 1400, though this use of the word was not common until late 16c. The transitional stage is exemplified in Chaucer's Doctor of phesike (Latin physica came to be used extensively in Medieval Latin for medicina).
That no man ... practyse in Fisyk ... but he be Bacheler or Doctour of Fisyk, havynge Lettres testimonyalx sufficeantz of on of those degrees of the Universite. [Rolls of Parliament, 1421]Similar usage of the equivalent of doctor is colloquial in most European languages: Italian dottore, French docteur, German doktor, Lithuanian daktaras, though these typically are not the main word in those languages for a medical healer. For similar evolution, compare Sanskrit vaidya- ""medical doctor,"" literally ""one versed in science."" German Arzt, Dutch arts are from Late Latin archiater, from Greek arkhiatros ""chief healer,"" hence ""court physician."" French médecin is a back-formation from médicine, replacing Old French miege, from Latin medicus.
Phrase what the doctor ordered ""just the thing"" is attested by 1914.","doctour,doctour,doctor,docere,decere,*dek-,leech,Doctor of phesike,physica,medicina,doctor,dottore,docteur,doktor,daktaras,vaidya-,Arzt,arts,archiater,arkhiatros,médecin,médicine,miege,medicus,what the doctor ordered"
"(doctor (v.)_E, doctor (n.)_E)",doctor (v.),"1590s, ""to confer the degree of doctor on,"" from doctor (n.). Meaning ""to treat as a doctor, administer medical treatment to"" is from 1712; sense of ""alter, disguise for the purpose of deception, falsify"" is from 1774. Related: Doctored; doctoring.","doctor,Doctored,doctoring"
"(doggone_E, god-damned_E)",doggone,"1851, American English, a ""fantastic perversion of god-damned"" [Weekley]. But Mencken favors the theory that it is ""a blend form of dog on it; in fact it is still often used with it following. It is thus a brother to the old English phrase, 'a pox upon it,' but is considerably more decorous."" Dog on it was the usual early spelling, so it was perhaps at least felt as such by those using it.","god-damned,dog on it,it,Dog on it"
"(dialogic_E, dialogue (n.)_E, -ic_E)",dialogic,"""pertaining to or of the nature of a dialogue,"" 1833; see dialogue (n.) + -ic. Related: Dialogical (c. 1600).","dialogue,-ic,Dialogical"
"(diagram_E, diagramme_F);(diagramme_F, diagramma_L);(diagramma_L, diagramma_G);(diagramma_G, diagraphein_G);(diagraphein_G, dia_G, graphein_G)",diagram,"1610s, ""an illustrative figure giving only the outlines or general scheme of the object;"" 1640s in geometry, ""a drawing for the purpose of demonstrating the properties of a figure;"" from French diagramme, from Latin diagramma ""a scale, a musical scale,"" from Greek diagramma ""geometric figure, that which is marked out by lines,"" from diagraphein ""mark out by lines, delineate,"" from dia ""across, through"" (see dia-) + graphein ""write, mark, draw"" (see -graphy). Related: Diagrammatic; diagrammatically.
The verb, ""to draw or put in the form of a diagram,"" is by 1822, from the noun. Related: Diagrammed; diagramming.","diagramme,diagramma,diagramma,diagraphein,dia,dia-,graphein,-graphy,Diagrammatic; diagrammatically,Diagrammed; diagramming"
"(Doomsday_E, domes dæg_OE);(domes dæg_OE, domes_OE, dæg_OE);(domes_OE, dom_OE)",Doomsday,"Old English domes dæg, from domes, genitive of dom (see doom (n.)) + dæg ""day"" (see day (n.)).

In medieval England it was expected when the world's age reached 6,000 years from creation, which was thought to have been in 5200 B.C. Bede, c.720, complained of being pestered by rustici asking him how many years till the sixth millennium ended. There is no evidence for a general panic in the year 1000 C.E. Doomsday machine ""bomb powerful enough to wipe out human life on earth"" is from 1960.","domes dæg,domes,dom,doom,dæg,day,rustici,Doomsday machine"
"(deerskin_E, deer_E, skin (n.)_E)",deerskin,"""hide of a deer, or leather made from it,"" late 14c., from deer + skin (n.).","deer,skin"
"(divinity_E, devinité_OF);(devinité_OF, divinitatem_L);(divinitatem_L, divinus_L);(divinus_L, divus_L);(divus_L, deus_L);(deus_L, *dyeu-_PIE)",divinity,"c. 1300, ""science of divine things, theology;"" late 14c., ""quality or character of being divine,"" also ""a divine being, God,"" from Old French devinité (12c.), from Latin divinitatem (nominative divinitas), from divinus ""of a god,"" from divus ""of or belonging to a god, inspired, prophetic,"" related to deus ""god, deity"" (from PIE root *dyeu- ""to shine,"" in derivatives ""sky, heaven, god""). Figurative meaning ""that which is divine in character or quality"" is from 1640s.","devinité,divinitatem,divinitas,divinus,divus,deus,*dyeu-"
"(dissever_E, disseveren_E);(disseveren_E, deseverer_AF);(deseverer_AF, dessevrer_OF);(dessevrer_OF, des-_F, sevrer_F)",dissever,"late 13c., disseveren, ""divide asunder, separate,"" from Anglo-French deseverer, Old French dessevrer (10c.), from des- ""apart"" (see dis-) + sevrer (see sever). Intransitive sense of ""to part"" is from early 15c. Related: Dissevered; dissevering; disseverment; disseveration.","disseveren,deseverer,dessevrer,des-,dis-,sevrer,sever,Dissevered,dissevering,disseverment,disseveration"
"(dreadful_E, dread (n.)_E, -ful_E)",dreadful,"early 13c., ""full of dread,"" from dread (n.) + -ful. Meaning ""causing dread"" is from mid-13c.; weakened sense of ""very bad"" is from c. 1700. Related: Dreadfully.","dread,-ful,Dreadfully"
"(docksider_E, dock (n.1)_E, side (n.)_E)",docksider,"1969, ""person who frequents docks;"" 1974 as the name of a type of shoe (""a cheaper version of the topsider""); from dock (n.1) + side (n.).","topsider,dock,side"
"(dale_E, dæl_OE);(dæl_OE, *dalaz_PGer);(*dalaz_PGer, *dhel-_PIE)",dale,"level or gently sloping ground between low hills with a stream flowing through it, Old English dæl ""vale, valley, gorge,"" from Proto-Germanic *dalaz ""valley"" (source also of Old Saxon, Dutch, Gothic dal, Old Norse dalr, Old High German tal, German Tal ""valley""), perhaps from PIE *dhel- ""a hollow"" (source also of Old Church Slavonic dolu ""pit,"" Russian dolu ""valley""), or perhaps a substratum word. It was preserved by Norse influence in the north of England. Related: Dalesman.","dæl,*dalaz,dal,dalr,tal,Tal,*dhel-,dolu,dolu,Dalesman"
"(disinvestment_E, dis-_LE, investment_E)",disinvestment,"""reduction of investment,"" 1938, first recorded in writings of J.M. Keynes, from dis- + investment. The verb disinvest in the economic sense is a back-formation attested from 1961. Related: Disinvested; disinvesting.","dis-,investment,disinvest,Disinvested,disinvesting"
"(deep-set_E, deep (adv.)_E, set (v.)_E)",deep-set,"""set far downward or inward,"" originally of eyes, late 14c., from deep (adv.) + past participle of set (v.).","deep,set"
"(Dr. Pepper_E, Pepper_E)",Dr. Pepper,"soft drink, patented 1906 by the Dr. Pepper Co., Dallas, Texas; named for U.S. physician Dr. Charles Pepper.",Pepper
"(denotate_E, denotation_E);(denotation_E, denotare_L);(denotare_L, de-_LateLL, notare_L)",denotate,"""to denote, signify; to note down, describe,"" 1590s, a back-formation from denotation, or else from past-participle stem of Latin denotare ""denote, mark out,"" from de- ""completely"" (see de-) + notare ""to mark, note, make a note"" (see note (v.)). Related: Denotated; denotating.","denotation,denotare,de-,de-,notare,note,Denotated,denotating"
"(dedication_E, dedicacioun_E);(dedicacioun_E, dedicacion_OF);(dedicacion_OF, dedicationem_L);(dedicationem_L, dedicare_L);(dedicare_L, de_L dicare_L);(dicare_L, *deik-_PIEIEPIE)",dedication,"late 14c., dedicacioun, ""action of consecrating to a deity or sacred use,"" from Old French dedicacion ""consecration of a church or chapel"" (14c., Modern French dédication) and directly from Latin dedicationem, noun of action from dedicare ""consecrate, proclaim, affirm, set apart,"" from de ""away"" (see de-) + dicare ""proclaim"" (from PIE root *deik- ""to show,"" also ""pronounce solemnly""). Meaning ""the giving of oneself to some purpose"" is from c. 1600. Sense of ""an inscription to a patron or friend prefixed to a literary or musical composition"" is from 1590s.","dedicacioun,dedicacion,dédication,dedicationem,dedicare,de,de-,dicare,*deik-"
"(difficult_E, difficulty_E)",difficult,"c. 1400, ""not easy, requiring or dependent on effort; troublesome, arduous,"" apparently an unetymological back-formation from difficulty. French has difficile, Latin difficilis. Of persons, ""hard to please,"" from 1580s. Related: Difficultly.","difficulty,difficile,difficilis,Difficultly"
"(doubt (v.)_E, doter_OF);(doter_OF, dubitare_L);(dubitare_L, duo_L);(duo_L, *dwo-_PIEPIE)",doubt (v.),"early 13c., ""to dread, fear,"" from Old French doter ""doubt, be doubtful; be afraid,"" from Latin dubitare ""to doubt, question, hesitate, waver in opinion"" (related to dubius ""uncertain""), from duo ""two"" (from PIE root *dwo- ""two""), with a sense of ""of two minds, undecided between two things."" Compare dubious. Etymologically, ""to have to choose between two things.""

The sense of ""fear"" developed in Old French and was passed on to English. Meaning ""to be uncertain"" is attested in English from c. 1300. The -b- was restored 14c. by scribes in imitation of Latin. Replaced Old English tweogan (noun twynung), from tweon ""two,"" on notion of ""of two minds"" or the choice of two implied in Latin dubitare (compare German Zweifel ""doubt,"" from zwei ""two"").","doter,dubitare,dubius,duo,*dwo-,dubious,-b-,tweogan,twynung,tweon,dubitare,Zweifel,zwei"
